"authors","year","title","venue"
"0","1995","Procedures in Object-Oriented Query Languages","VLDB"
"0","1996","Integrating Contents and Structure in Text Retrieval","SIGMOD Record"
"0","1994","Practical Predicate Placement","SIGMOD Conference"
"0","1997","On Applying Hash Filters to Improving the Execution of Multi-Join Queries","VLDB J."
"0","1996","The MultiView Project: Object-Oriented View Technology and Applications","SIGMOD Conference"
"0","2003","Cost-driven vertical class partitioning for methods in object oriented databases","VLDB J."
"0","1999","Querying Network Directories","SIGMOD Conference"
"0","1998","KODA - The Architecture And Interface of a Data Model Independent Kernel","VLDB"
"0","2001","The Prototype of the DARE System","SIGMOD Conference"
"0","2003","A Framework for Change Diagnosis of Data Streams","SIGMOD Conference"
"0","2003","Avoiding Ordering and Grouping In Query Processing","VLDB"
"0","1998","MultiMediaMiner: A System Prototype for Multimedia Data Mining","SIGMOD Conference"
"0","1999","Query Optimization for Selections Using Bitmaps","SIGMOD Conference"
"0","2002","Book Review Column","SIGMOD Record"
"0","2002","Reminiscences on Influential Papers","SIGMOD Record"
"0","1995","W3QS: A Query System for the World-Wide Web","VLDB"
"0","2003","Two-Body Job Searches","SIGMOD Record"
"0","2001","The Nimble Integration Engine","SIGMOD Conference"
"0","1996","Dynamic Load Balancing in Hierarchical Parallel Database Systems","VLDB"
"0","1998","Materialized Views and Data Warehouses","SIGMOD Record"
"0","2003","Data Grid Management Systems","SIGMOD Conference"
"0","1999","Efficient Materialization and Use of Views in Data Warehouses","SIGMOD Record"
"0","2001","French government activity in the conservation of data and electronic documents","VLDB"
"0","2000","Rainbow: Distributed Database System for Classroom Education and Experimental Research","VLDB"
"0","1998","Bulk-Loading Techniques for Object Databases and an Application to Relational Data","VLDB"
"0","2001","AgFlow: Agent-based Cross-Enterprise Workflow Management System","VLDB"
"0","2002","Databases and Transaction Processing: An Application-Oriented Approach - Book Review","SIGMOD Record"
"0","2001","A survey of approaches to automatic schema matching","VLDB J."
"0","2003","WinMagic : Subquery Elimination Using Window Aggregation","SIGMOD Conference"
"0","1998","Objectivity Industrial Exhibit","VLDB"
"0","1996","The Aggregate Data Problem: A System for their Definition and Management","SIGMOD Record"
"0","1994","XSB as a Deductive Database","SIGMOD Conference"
"0","2003","Information rules","SIGMOD Record"
"0","2002","The XXL search engine: ranked retrieval of XML data using indexes and ontologies","SIGMOD Conference"
"0","1994","Supporting Dynamic Displays Using Active Rules","SIGMOD Record"
"0","1998","Report on the Second IEEE Metadata Conference (Metadata '97)","SIGMOD Record"
"0","1999","Unrolling Cycles to Decide Trigger Termination","VLDB"
"0","1997","Effective Memory Use in a Media Server","VLDB"
"0","1997","InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper)","SIGMOD Conference"
"0","1995","SHORE: Combining the Best Features of OODBMS and File Systems","SIGMOD Conference"
"0","1996","ZOO : A Desktop Experiment Management Environment","VLDB"
"0","1995","A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases","SIGMOD Record"
"0","1995","Sampling-Based Estimation of the Number of Distinct Values of an Attribute","VLDB"
"0","1998","Editor's Notes","SIGMOD Record"
"0","2000","Temporal Integrity Constraints with Indeterminacy","VLDB"
"0","1995","The REACH Active OODBMS","SIGMOD Conference"
"0","1998","Architecture of Oracle Parallel Server","VLDB"
"0","1996","DWMS: Data Warehouse Management System","VLDB"
"0","2003","Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999","SIGMOD Record"
"0","2002","Distributed Search over the Hidden Web: Hierarchical Database Sampling and Selection","VLDB"
"0","2001","RETINA: A REal-time TraffIc NAvigation System","SIGMOD Conference"
"0","1997","Beyond Market Baskets: Generalizing Association Rules to Correlations","SIGMOD Conference"
"0","2002","An authorization system for digital libraries","VLDB J."
"0","1994","Memory-Contention Responsive Hash Joins","VLDB"
"0","2003","A Graphical Query Language for Mobile Information Systems","SIGMOD Record"
"0","2001","Securing XML Documents: the Author-X Project Demonstration","SIGMOD Conference"
"0","2000","Panel: Is Generic Metadata Management Feasible?","VLDB"
"0","1995","The hBP-tree: A Modified hB-tree Supporting Concurrency, Recovery and Node Consolidation","VLDB"
"0","1998","Scalable Feature Selection, Classification and Signature Generation for Organizing Large Text Databases into Hierarchical Topic Taxonomies","VLDB J."
"0","1998","Efficient Mid-Query Re-Optimization of Sub-Optimal Query Execution Plans","SIGMOD Conference"
"0","2002","Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago","SIGMOD Record"
"0","2002","Mining long sequential patterns in a noisy environment","SIGMOD Conference"
"0","1999","What can Hierarchies do for Data Warehouses?","VLDB"
"0","1997","Logical and Physical Versioning in Main Memory Databases","VLDB"
"0","1998","Efficient and Transparent Application Recovery in Client-Server Information Systems","SIGMOD Conference"
"0","1996","Optimizing Queries over Multimedia Repositories","SIGMOD Conference"
"0","1995","Optimizing Jan Jannink's Implementation of B+-tree Deletion","SIGMOD Record"
"0","1999","World Wide Database - Integrating the Web, CORBA, and Databases","SIGMOD Conference"
"0","2000","Hierarchical Compact Cube for Range-Max Queries","VLDB"
"0","2000","Finding Replicated Web Collections","SIGMOD Conference"
"0","1996","Change Detection in Hierarchically Structured Information","SIGMOD Conference"
"0","1997","Delaunay: A Database Visualization System","SIGMOD Conference"
"0","1998","Safe Stratified Datalog with Integer Order Does Not Have Syntax","ACM Trans. Database Syst."
"0","2001","Data Analysis and Mining in the Life Sciences","SIGMOD Record"
"0","1998","Editor's Notes","SIGMOD Record"
"0","2003","Report on the First International Workshop an Efficient Web-based Information Systems","SIGMOD Record"
"0","1994","Management of Multidimensional Discrete Data","VLDB J."
"0","2000","Constraint databases: A tutorial introduction","SIGMOD Record"
"0","1994","Calls for Papers / Announcements","SIGMOD Record"
"0","2003","Report on the First International Conference on Ontologies, Databases and Applications of Semantics","SIGMOD Record"
"0","2000","SIGMOD'2000 Program Chair's Message","SIGMOD Record"
"0","2003","Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003","SIGMOD Conference"
"0","1994","A Consensus Glossary of Temporal Database Concepts","SIGMOD Record"
"0","1997","Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations","VLDB"
"0","1998","SuperSQL: An Extended SQL for Database Publishing and Presentation","SIGMOD Conference"
"0","2003","A Bayesian decision model for cost optimal record matching","VLDB J."
"0","1995","Index Concurrency Control in Firm Real-Time Database Systems","VLDB"
"0","2000","Temporal statement modifiers","ACM Trans. Database Syst."
"0","1999","Statement from the Treasurer","SIGMOD Record"
"0","2001","Optimizing Queries Using Materialized Views: A practical, scalable solution","SIGMOD Conference"
"0","1999","XML-Based Information Mediation with MIX","SIGMOD Conference"
"0","2002","Exact Indexing of Dynamic Time Warping","VLDB"
"0","1998","IBM's DB2 Universal Database demonstrations at VLDB'98","VLDB"
"0","2000","A cost model for query processing in high dimensional data spaces","ACM Trans. Database Syst."
"0","2002","Searching in metric spaces by spatial approximation","VLDB J."
"0","2003","Chain : Operator Scheduling for Memory Minimization in Data Stream Systems","SIGMOD Conference"
"0","1995","InfoHarness: A System for Search and Retrieval of Heterogeneous Information","SIGMOD Conference"
"0","1998","A Database System for Real-Time Event Aggregation in Telecommunication","VLDB"
"0","2002","Guest Editorial","VLDB J."
"0","1998","Reminiscences on Influential Papers","SIGMOD Record"
"0","1999","Improving OLTP Data Quality Using Data Warehouse Mechanisms","SIGMOD Conference"
"0","2002","FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components","VLDB"
"0","2002","Report on the EDBT'02 Panel on Scientific Data Integration","SIGMOD Record"
"0","2002","Sideway Value Algebra for Object-Relational Databases","VLDB"
"0","2000","SIGMOD Digital Symposium Collection (DiSC) Editor's Message","SIGMOD Record"
"0","2003","Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects","SIGMOD Conference"
"0","1996","The GMAP: A Versatile Tool for Physical Data Independence","VLDB J."
"0","2002","Plan Selection Based on Query Clustering","VLDB"
"0","2001","Wrapping Web Data into XML","SIGMOD Record"
"0","2001","Global transaction support for workflow management systems: from formal specification to practical implementation","VLDB J."
"0","1998","Starting (and Sometimes Ending) a Database Company","VLDB"
"0","1999","OPTICS: Ordering Points To Identify the Clustering Structure","SIGMOD Conference"
"0","1999","Specification and Implementation of Exceptions in Workflow Management Systems","ACM Trans. Database Syst."
"0","1996","New Standard for Stored Procedures in SQL","SIGMOD Record"
"0","1999","Optimization of Run-time Management of Data Intensive Web-sites","VLDB"
"0","2003","Dynamic XML documents with distribution and replication","SIGMOD Conference"
"0","1997","Database Buffer Size Investigation for OLTP Workloads (Experience Paper)","SIGMOD Conference"
"0","1999","Reminiscences on Influential Papers","SIGMOD Record"
"0","1999","Random Sampling Techniques for Space Efficient Online Computation of Order Statistics of Large Datasets","SIGMOD Conference"
"0","2003","New partnership with ACM and update on the journal","VLDB J."
"0","2000","Integrating Replacement Policies in StorM: An Extensible Approach","SIGMOD Conference"
"0","1995","High Availability of Commercial Applications","SIGMOD Conference"
"0","1996","Modeling Design Versions","VLDB"
"0","1998","High-Dimensional Index Structures, Database Support for Next Decade's Applications (Tutorial)","SIGMOD Conference"
"0","2003","LockX: A System for Efficiently Querying Secure XML","SIGMOD Conference"
"0","2002","David DeWitt Speaks Out","SIGMOD Record"
"0","1998","Oracle Rdb's Record Caching Model","SIGMOD Conference"
"0","1996","A Super Scalar Sort Algorithm for RISC Processors","SIGMOD Conference"
"0","1995","Fast Algorithms for Universal Quantification in Large Databases","ACM Trans. Database Syst."
"0","1999","Chair's Message","SIGMOD Record"
"0","2001","Are Web Services the Next Revolution in e-Commerce? (Panel)","VLDB"
"0","2000","Decision Tables: Scalable Classification Exploring RDBMS Capabilities","VLDB"
"0","1998","Reusing Invariants: A New Strategy for Correlated Queries","SIGMOD Conference"
"0","2000","Telcordia's Database Reconciliation and Data Quality Analysis Tool","VLDB"
"0","1997","Groupwise Processing of Relational Queries","VLDB"
"0","2002","Anatomy of a native XML base management system","VLDB J."
"0","2000","AQR-Toolkit: An Adaptive Query Routing Middleware for Distributed Data Intensive Systems","SIGMOD Conference"
"0","2001","ObjectGlobe: Ubiquitous query processing on the Internet","VLDB J."
"0","2000","Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies","SIGMOD Record"
"0","1997","The MENTOR Workbench for Enterprise-wide Workflow Management","SIGMOD Conference"
"0","1994","The Effectiveness of GlOSS for the Text Database Discovery Problem","SIGMOD Conference"
"0","1998","Technology and the Future of Commerce and Finance (Abstract)","VLDB"
"0","1997","Using Probabilistic Information in Data Integration","VLDB"
"0","2002","Compressing SQL workloads","SIGMOD Conference"
"0","2003","Coarse-Grained Optimization: Techniques for Rewriting SQL Statement Sequences","VLDB"
"0","1998","Integrated Document Caching and Prefetching in Storage Hierarchies Based on Markov-Chain Predictions","VLDB J."
"0","2002","Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems","SIGMOD Record"
"0","1998","Are We Working On the Right Problems? (Panel)","SIGMOD Conference"
"0","2000","Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword","VLDB"
"0","2002","Understanding the global semantics of referential actions using logic rules","ACM Trans. Database Syst."
"0","2002","Editor's Notes","SIGMOD Record"
"0","2000","The LHAM Log-Structured History Data Access Method","VLDB J."
"0","1995","TIGUKAT: A Uniform Behavioral Objectbase Management System","VLDB J."
