"year","title","venue","authors"
"0","Querying network directories","International Conference on Management of Data","H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista"
"0","Online association rule mining","International Conference on Management of Data","Christian Hidber"
"0","Conceptual schema analysis: techniques and applications","ACM Transactions on Database Systems (TODS)","S. Castano, V. De Antonellis, M. G. Fugini, B. Pernici"
"0","An access control model supporting periodicity constraints and temporal reasoning","ACM Transactions on Database Systems (TODS)","Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati"
"0","An efficient method for checking object-oriented database schema correctness","ACM Transactions on Database Systems (TODS)","A. Formica, H. D. Groger, M. Missikoff"
"0","Integration of spatial join algorithms for processing multiple inputs","International Conference on Management of Data","Nikos Mamoulis, Dimitris Papadias"
"0","Selectivity estimation in spatial databases","International Conference on Management of Data","Swarup Acharya, Viswanath Poosala, Sridhar Ramaswamy"
"0","Efficient concurrency control in multidimensional access methods","International Conference on Management of Data","Kaushik Chakrabarti, Sharad Mehrotra"
"0","Snakes and sandwiches: optimal clustering strategies for a data warehouse","International Conference on Management of Data","H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava"
"0","OPTICS: ordering points to identify the clustering structure","International Conference on Management of Data","Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel, J&#246;rg Sander"
"0","A case for intelligent disks (IDISKs)","ACM SIGMOD Record","Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein"
"0","The TriGS active object-oriented database system- an overview","ACM SIGMOD Record","G. Kappel, W. Retschitzegger"
"0","Reminiscences on influential papers","ACM SIGMOD Record","Richard Snodgrass"
"0","B-tree page size when caching is considered","ACM SIGMOD Record","David Lomet"
"0","The Microsoft database research group","ACM SIGMOD Record","David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya"
"0","Database research at Columbia University","ACM SIGMOD Record","Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo"
"0","Database techniques for the World-Wide Web: a survey","ACM SIGMOD Record","Daniela Florescu, Alon Levy, Alberto Mendelzon"
"0","Standards in practice","ACM SIGMOD Record","Andrew Eisenberg, Jim Melton"
"0","Safe query languages for constraint databases","ACM Transactions on Database Systems (TODS)","Peter Z. Revesz"
"0","Supporting valid-time indeterminacy","ACM Transactions on Database Systems (TODS)","Curtis E. Dyreson, Richard Thomas Snodgrass"
"0","The Garlic project","International Conference on Management of Data","M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers"
"0","BeSS: storage support for interactive visualization systems","International Conference on Management of Data","A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos"
"0","Algebraic change propagation for semijoin and outerjoin queries","ACM SIGMOD Record","Timothy Griffin, Bharat Kumar"
"0","Enhanced nearest neighbour search on the R-tree","ACM SIGMOD Record","King Lum Cheung, Ada Wai-Chee Fu"
"0","Report on the 5th international workshop on knowledge representation meets databases (KRDB'98)","ACM SIGMOD Record","Alex Borgida, Vinay K. Chaudhri, Martin Staudt"
"0","Safe stratified Datalog with integer order does not have syntax","ACM Transactions on Database Systems (TODS)","Alexei P. Stolboushkin, Michael A. Taitslin"
"0","DBMiner: interactive mining of multiple-level knowledge in relational databases","International Conference on Management of Data","Jaiwei Han, Youngjian Fu, Wei Wang, Jenny Chiang, Osmar R. Za&#239;ane, Krzysztof Koperski"
"0","prospector: a content-based multimedia server for massively parallel architectures","International Conference on Management of Data","S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader"
"0","DBSim: a simulation tool for predicting database performance","International Conference on Management of Data","Mark Lefler, Mark Stokrp, Craig Wong"
"0","LORE: a Lightweight Object REpository for semistructured data","International Conference on Management of Data","Dallan Quass, Jennifer Widom, Roy Goldman, Kevin Haas, Qingshan Luo, Jason McHugh, Svetlozar Nestorov, Anand Rajaraman, Hugo Rivero, Serge Abiteboul, Jeff Ullman, Janet Wiener"
"0","CapBasED-AMS: a capability-based and event-driven activity management system","International Conference on Management of Data","Patrick C. K. Hung, Helen P. Yeung, Kamalakar Karlapalem"
"0","The MultiView project: object-oriented view technology and applications","International Conference on Management of Data","E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron"
"0","METU interoperable database system","International Conference on Management of Data","Asuman Dogac, Ugur Halici, Ebru Kilic, Gokhan Ozhan, Fatma Ozcan, Sena Nural, Cevdet Dengi, Sema Mancuhan, Budak Arpinar, Pinar Koksal, Cem Evrendilek"
"0","SONAR: system for optimized numeric association rules","International Conference on Management of Data","Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama"
"0","Repository system engineering","International Conference on Management of Data","Pillip A. Bernstein"
"0","databases and visualization","International Conference on Management of Data","Daniel A. Keim"
"0","Adaptive, fine-grained sharing in a client-server OODBMS: a callback-based approach","ACM Transactions on Database Systems (TODS)","Markos Zaharioudakis, Michael J. Carey, Michael J. Franklin"
"0","The ins and outs (and everything in between) of data warehousing","International Conference on Management of Data","Phil Fernandez, Donovan Schneider"
"0","Thinksheet: a tool for tailoring complex documents","International Conference on Management of Data","Peter Piatko, Roman Yangarber, Daoi Lin, Dennis Shasha"
"0","HyperStorM-administering structured documents using object-oriented database technology","International Conference on Management of Data","Klemens B&#246;hm, Karl Aberer"
"0","State of the art in workflow management research and products","International Conference on Management of Data","C. Mohan"
"0","Data mining techniques","International Conference on Management of Data","Jiawei Han"
"0","Minimization of tree pattern queries","International Conference on Management of Data","Sihem Amer-Yahia, SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava"
"0","Data-driven understanding and refinement of schema mappings","International Conference on Management of Data","Ling Ling Yan, Ren&#233;e J. Miller, Laura M. Haas, Ronald Fagin"
"0","Communication-efficient distributed mining of association rules","International Conference on Management of Data","Assaf Schuster, Ran Wolff"
"0","Selectivity estimation using probabilistic models","International Conference on Management of Data","Lise Getoor, Benjamin Taskar, Daphne Koller"
"0","Applying the golden rule of sampling for query estimation","International Conference on Management of Data","Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi"
"0","Monitoring XML data on the Web","International Conference on Management of Data","Benjamin Nguyen, Serge Abiteboul, Gr&#233;gory Cobena, Miha&#237; Preda"
"0","On supporting containment queries in relational database management systems","International Conference on Management of Data","Chun Zhang, Jeffrey Naughton, David DeWitt, Qiong Luo, Guy Lohman"
"0","Updating XML","International Conference on Management of Data","Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld"
"0","The nimble integration engine","International Conference on Management of Data","Denise Draper, Alon Y. Halevy, Daniel S. Weld"
"0","Experiences in mining aviation safety data","International Conference on Management of Data","Zohreh Nazeri, Eric Bloedorn, Paul Ostwald"
"0","Catalog management in websphere commerce suite","International Conference on Management of Data","Thomas Maguire"
"0","Content integration for e-business","International Conference on Management of Data","Michael Stonebraker, Joseph M. Hellerstein"
"0","The network is the database: data management for highly distributed systems","International Conference on Management of Data","Julio C. Navas, Michael Wynblatt"
"0","Enabling dynamic content caching for database-driven web sites","International Conference on Management of Data","K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal"
"0","StorHouse metanoia - new applications for database, storage &; data warehousing","International Conference on Management of Data","Felipe Cari&#241;o, Jr., Pekka Kostamaa, Art Kaufmann, John Burgess"
"0","Reconciling schemas of disparate data sources: a machine-learning approach","International Conference on Management of Data","AnHai Doan, Pedro Domingos, Alon Y. Halevy"
"0","REVIEW: a real-time virtual walkthrough system","International Conference on Management of Data","L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan"
"0","Kweelt: more than just yet another framework to query XML!","International Conference on Management of Data","Arnaud Sahuguet"
"0","Dissemination of dynamic data","International Conference on Management of Data","Pavan Deolasee, Amol Katkar, Ankur Panchbudhe, Krithi Ramamritham, Prashant Shenoy"
"0","COSIMA- your smart, speaking E-salesperson","International Conference on Management of Data","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm"
"0","Exploiting constraint-like data characterizations in query optimization","International Conference on Management of Data","Parke Godfrey, Jarek Gryz, Calisto Zuzarte"
"0","Fast-Start: quick fault recovery in oracle","International Conference on Management of Data","Tirthankar Lahiri, Amit Ganesh, Ron Weiss, Ashok Joshi"
"0","Data management: lasting impact on wild, wild, web","International Conference on Management of Data","Reed M. Meseck"
"0","Orthogonal optimization of subqueries and aggregation","International Conference on Management of Data","C&#233;sar Galindo-Legaria, Milind Joshi"
"0","Materialized view and index selection tool for Microsoft SQL server 2000","International Conference on Management of Data","Sanjay Agrawal, Surajit Chaudhuri, Vivek Narasayya"
"0","The prototype of the DARE system","International Conference on Management of Data","Tiziana Catarci, Giuseppe Santucci"
"0","Sangam - a solution to support multiple data models, their mappings and maintenance","International Conference on Management of Data","Kajal T. Claypool, Elke A. Rundensteiner, Xin Zhang, Su Hong, Harumi Kuno, Wang-chien Lee, Gail Mitchell"
"0","Clio: a semi-automatic tool for schema mapping","International Conference on Management of Data","Mauricio A. Hern&#225;ndez, Ren&#233;e J. Miller, Laura M. Haas"
"0","OminiSearch: a method for searching dynamic content on the Web","International Conference on Management of Data","David Buttler, Ling Liu, Calton Pu, Henrique Paques, Wei Han, Wei Tang"
